                                                   Tweet  Favorites  Compound  Positive  Neutral  Negative
7668   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7669   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7670   omg am going to do it in asmr brb https://t.co...         40    0.0000     0.000    1.000     0.000
7671      have you tried👋 🎳 ASMR https://t.co/b2swX3UDgV          2    0.0000     0.000    1.000     0.000
7672                           @Ahr_Ech Thats asmr to me          1    0.0000     0.000    1.000     0.000
7673                       @un_asmr sweet boy sweet baby          0    0.7184     0.667    0.333     0.000
7674   me doing asmr on facetime https://t.co/jHbY2C5i6a          0    0.0000     0.000    1.000     0.000
7675   ASMR Dog Reviewing Raw Meats! https://t.co/HUn...          0    0.0000     0.000    1.000     0.000
7676                 help im in love with this asmr lady          0    0.7845     0.535    0.465     0.000
7677                     what are ur opinions on ASMR ??          8    0.0000     0.000    1.000     0.000
7678   ASMR TAPPING &amp; TOUCHING THE GOLD BOX | No ...          0   -0.2960     0.000    0.901     0.099
7679   New post: ASMR Crinkles For Your Tingles | No ...          2   -0.2960     0.000    0.804     0.196
7680   New post: ASMR Scratching For Your Tingles | N...          0   -0.2960     0.000    0.804     0.196
7681   I'm so proud of YOU [ASMR by lumlumxx @manyvid...          1    0.5256     0.274    0.726     0.000
7682   @narukami_vs Sorry fam id rather watch your cl...          1   -0.0772     0.000    0.902     0.098
7683   hey @un_asmr !!!!!! it’s bumblebee (as you kno...          0    0.0000     0.000    1.000     0.000
7684                             asmr idea hair slurping          0    0.0000     0.000    1.000     0.000
7685   @_saysooo - looking at pics/vids of cats (no l...          0    0.0000     0.000    1.000     0.000
7686   (ASMR) Biohacking Roleplay With An Organic Glitch          0    0.0000     0.000    1.000     0.000
7687   You Will Feel Better In Under 10 Minutes To AS...          0   -0.3612     0.143    0.591     0.266
7688   ASMR (feat. Awkwafina) https://t.co/TGymSB0qJg...          0    0.4019     0.172    0.828     0.000
7689                          @cluelessval Queen of ASMR          0    0.0000     0.000    1.000     0.000
7690           @OldBookClub @AndrewQuackson Tradcon asmr          1    0.0000     0.000    1.000     0.000
7691   Listening to my brother eat reheated pizza tha...          1   -0.5719     0.070    0.767     0.164
7692   https://t.co/ww85d8EqDx @busybasmr is an aweso...          1    0.6249     0.227    0.773     0.000
7693   @iCon92_ I did asmr video thru them this morni...          1    0.0000     0.000    1.000     0.000
7694             Am I the only one obsessed with ASMR? 😂          1    0.2960     0.232    0.549     0.220
7695                   @109volts this is my kind of asmr          2    0.0000     0.000    1.000     0.000
7696   hotel california is like asmr to me idk i coul...          7    0.0000     0.185    0.630     0.185
7697   I just saw an asmr video of a girl mixing like...          0    0.3612     0.111    0.889     0.000
7698   A lovely compliment I got today has me wonderi...          7    0.7845     0.277    0.723     0.000
7699   @TheUnknownUsa Ear eating asmr is where it’s a...          0    0.0000     0.000    1.000     0.000
7700          ASMR Paper Rapping https://t.co/9pP5HBeuAP          1    0.0000     0.000    1.000     0.000
7701             Today I found out furry ASMR is a thing          8    0.0000     0.000    1.000     0.000
7702   50 send now for my stone crabs 😈👣#findom #mukb...          2    0.0000     0.000    1.000     0.000
7703   If you find asmr confusing (like I do) and you...          0    0.6705     0.281    0.646     0.072
7704   terezi pyrope eats dave striders hair straight...          2    0.2942     0.135    0.865     0.000
7705   This is the second video in the Marketplace AS...          0   -0.2960     0.000    0.905     0.095
7706   asmr: using scissors to scrape gum outta your ...          0    0.4939     0.176    0.824     0.000
7707   ASMR | Peeling Stickers off Microphone, Sticky...          0    0.0000     0.000    1.000     0.000
7708   Yes Bubba.  This ASMR video will defiantly hel...          2    0.8020     0.427    0.573     0.000
7709   @infinite_bagel tsudaken tells u to commit cri...          1   -0.0772     0.206    0.561     0.234
7710   okay so..... I'm into ASMR now. like i think i...          9    0.5267     0.306    0.694     0.000
7711   Best asmr. We really relaxed after that. https...          1    0.8268     0.562    0.438     0.000
7712   Do you like it when soap is crushed in your ha...          0   -0.1511     0.128    0.715     0.158
7713   okay but i love her speaking voice so much?? p...          1    0.8996     0.523    0.477     0.000
7714   @busybasmr say no more fam https://t.co/EaelEF...          6   -0.2960     0.000    0.694     0.306
7715   @RaisedByKingsGG There is legit no way u dont ...          1   -0.2960     0.000    0.896     0.104
7716   New Eraudica Exclusive - ASMR Layered Cock Wor...          1    0.2732     0.327    0.531     0.142
7717   asmr idea: antoni from queer eye comes to ur h...          1    0.3182     0.099    0.901     0.000
7718   Me breaking into your house ASMR https://t.co/...          5    0.0000     0.000    1.000     0.000
7719               Good evening  https://t.co/6JlzKHSh4U          0    0.4404     0.592    0.408     0.000
7720   Asmr videos are pretty annoying to me Idk why ...          1   -0.0553     0.211    0.537     0.252
7721   Risa’s thetye to watch xronchy ASMR  videos to...          1    0.2040     0.191    0.687     0.122
7722   Troye Sivan Explores ASMR | W Magazine https:/...          1    0.0000     0.000    1.000     0.000
7723   You'll find only the finest ASMR videos on my ...        533    0.0000     0.000    1.000     0.000
7724   #ASMR is a growing video trend for people who ...         78    0.7506     0.346    0.654     0.000
7725                             @drawn_mask Donald asmr          0    0.0000     0.000    1.000     0.000
7726   oomf is sending me snapchats of her snorting c...          2    0.0000     0.000    1.000     0.000
7727            @coley_mua ASMR bitchhh lmaoooo 😍💕😭😭 ily          0    0.6597     0.468    0.532     0.000
7728                     @V3RSACECV Meme queen gg asmr 🤩          0    0.2960     0.306    0.694     0.000
7729                          @ImChelseaGreen Watch ASMR          0    0.0000     0.000    1.000     0.000
7730   who needs drugs i literally ascend 2 my true g...          0    0.4215     0.177    0.823     0.000
7731   (ASMR) Minecraft Let's Play AND Fortnite Let's...          0    0.5859     0.407    0.593     0.000
7732   help @TOLDYOUSEAVEY is doing asmr it’s almost ...          1    0.4019     0.252    0.748     0.000
7733      Wolf of Wall Street - Best Scenes [ASMR - 1HR]          2    0.6369     0.375    0.625     0.000
7734              communist asmr https://t.co/pFfSzswSWa          4    0.0000     0.000    1.000     0.000
7735   The visuals and asmr are totally on point! htt...          0    0.0000     0.000    1.000     0.000
7736                  @Joekemon Eating beans IS the ASMR          0    0.0000     0.000    1.000     0.000
7737     @SlenderSherbet @asmrDarling you and arya asmr?          0    0.0000     0.000    1.000     0.000
7738   @bIoodyaIpha @RUINDOLLY Thank you for informin...          2    0.7264     0.303    0.697     0.000
7739                eating ass asmr! real mouth sounds 💦          2   -0.5848     0.000    0.649     0.351
7740              atleast its not those eating asmr ones          0    0.0000     0.000    1.000     0.000
7741   kerrie listens to degradation asmr . am i rlly...          2   -0.3612     0.168    0.531     0.301
7742   I'm now making ASMR videos. Enjoy and relax ht...          2    0.7269     0.466    0.534     0.000
7743      @AidanRGallagher Aidan watches ASMR confirmed.          0    0.0000     0.000    1.000     0.000
7744                        @2019thoughts listen to asmr          0    0.0000     0.000    1.000     0.000
7745   i feel like ASMR is going to change the world ...          0    0.3612     0.185    0.815     0.000
7746   Noname &gt; Eminem. IDK how to describe her mu...          0    0.0943     0.127    0.764     0.109
7747   my uncle almost caught me doing asmr to his tu...          2    0.3612     0.161    0.839     0.000
7748   You ever VC with someone and they start eating...          0    0.2960     0.087    0.913     0.000
7749   *scratches nails on steering wheel* “ooouuu, t...          0    0.4404     0.182    0.818     0.000
7750   send me ur fav asmr channels NOW i need good s...          1    0.7096     0.396    0.604     0.000
7751   @antoni I’m gonna need you to start an ASMR ch...          0    0.0000     0.000    1.000     0.000
7752   I found I gay asmr channel I can't believe THI...          0    0.0000     0.000    1.000     0.000
7753   @FamKamASMR @AsmrMaya @Mekotsu Congrats!! Gett...          0    0.8164     0.483    0.517     0.000
7754   @taysjennie hdkdh I understand! I watch asmr s...          0   -0.6317     0.000    0.684     0.316
7755   Madmattr Layered Rainbow Star #satisfying #asm...          1    0.0000     0.000    1.000     0.000
7756         Asmr for communists https://t.co/27cPS5NKZ5          0    0.0000     0.000    1.000     0.000
7757                 asmr hits differently when its late          3    0.0000     0.000    1.000     0.000
7758            @imagineyonce talk me to sleep asmr king          2    0.0000     0.000    1.000     0.000
7759              Most asmr videos make me uncomfortable          0   -0.3818     0.000    0.658     0.342
7760   We need to work on getting Jack Blacks latest ...          0   -0.2960     0.000    0.916     0.084
7761   Troye Sivan Explores ASMR | W Magazine https:/...          0    0.0000     0.000    1.000     0.000
7762   what i look for in ASMR:\n- caring and support...          0    0.6124     0.273    0.657     0.071
7763   Hit next milestone. The next milestone is #pla...          0    0.0000     0.000    1.000     0.000
7764   @lolo_niccole TELL ME ABOUT IT. a slime accoun...          0   -0.6682     0.000    0.785     0.215
7765       @lovelyantariksa subscribe to my asmr channel          1    0.0000     0.000    1.000     0.000
7766   @Knight1ndustry I've learned that ASMR is a th...          1    0.0000     0.000    1.000     0.000
7767   Is now a good time to mention Dave Coulier gav...          0    0.6597     0.231    0.769     0.000
7768   is it weird that i actually like asmr?? it rea...         14    0.5794     0.360    0.528     0.112
7769   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7770   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7771   omg am going to do it in asmr brb https://t.co...         40    0.0000     0.000    1.000     0.000
